# layer-gate baseline — crate fan-in caps (distinct dependent workspace crates, normal+build deps).
# MACHINE-WRITTEN. Regenerate (snapshot current state — defend the diff in review):
#   cargo run -p xtask -- layer-gate --update-baseline
# Bank improvements only (never adds, never raises — safe to run anytime):
#   cargo run -p xtask -- layer-gate --tighten
15	commonwealth-core
8	commonwealth-state
20	corpus-engine
13	corpus-engine-notes
10	corpus-engine-scip
28	sovereign-contracts
17	sovereign-core
8	sovereign-tools
