# size-gate baseline — code lines per crate and per script tree — comments and blanks excluded, `<crate>::tests` counted separately (may only shrink).
# MACHINE-WRITTEN. Regenerate (snapshot current state — defend the diff in review):
#   cargo run -p xtask -- size-gate --update-baseline
# Bank improvements only (never adds, never raises — safe to run anytime):
#   cargo run -p xtask -- size-gate --tighten
27	sovereign/crates/sovereign-time
41446	sovereign/crates/sovereign-tools
24871	sovereign/crates/sovereign-tools::tests
596	sovereign/crates/sovereign-turn-client
535	sovereign/crates/sovereign-turn-client::tests
1735	sovereign/crates/sovereign-work-atlas
1200	sovereign/crates/sovereign-work-atlas::tests
3645	studio/crates/sovereign-recipe-author
1592	studio/crates/sovereign-recipe-author::tests
360	studio/crates/sovereign-studio
59	studio/crates/sovereign-studio::tests
4025	studio/crates/sovereign-tools-base
1847	studio/crates/sovereign-tools-base::tests
1505	studio/crates/sovereign-workflow
1962	studio/crates/sovereign-workflow-host
757	studio/crates/sovereign-workflow-host::tests
1213	studio/crates/sovereign-workflow::tests
