2	anon=6.76	file=0.29	gtt=16.45	avail=91.6
4	anon=7.02	file=0.29	gtt=31.78	avail=76.9
6	anon=6.92	file=0.29	gtt=72.77	avail=35.4
8	anon=6.92	file=0.29	gtt=92.68	avail=15.4
10	anon=11.03	file=0.29	gtt=93.31	avail=10.3
12	anon=15.89	file=0.29	gtt=93.31	avail=5.7
14	anon=18.19	file=0.05	gtt=93.31	avail=2.5
16	anon=16.43	file=0.06	gtt=93.31	avail=3.1
18	anon=18.48	file=0.06	gtt=93.31	avail=2.1
