ts	avail_mib	gtt_mib	daemon_anon_mib	daemon_file_mib	eval_rss_mib
09:35:35	47627	51529	18671	1314	101
09:35:37	47631	51529	18671	1314	101
09:35:41	47631	51529	18671	1314	101
09:35:43	47589	51529	18681	1314	101
09:35:45	47584	51529	18681	1314	101
09:35:47	47579	51529	18681	1314	101
09:35:49	47577	51529	18681	1314	101
09:35:51	47570	51529	18681	1314	101
09:35:53	47569	51529	18681	1314	101
09:35:55	47565	51529	18681	1314	101
09:35:57	47565	51529	18681	1314	101
09:35:59	47566	51529	18681	1314	101
09:36:01	47563	51529	18681	1314	101
09:36:03	47562	51529	18681	1314	101
09:36:06	47560	51529	18681	1314	101
09:36:08	47560	51529	18681	1314	101
09:36:10	47917	51529	18681	1314	101
09:36:12	47600	51529	18681	1314	101
09:36:14	47597	51529	18681	1314	101
09:36:16	47591	51529	18681	1314	101
09:36:18	47592	51529	18681	1314	101
09:36:20	47590	51529	18681	1314	101
09:36:22	47589	51529	18681	1314	101
09:36:24	47588	51529	18681	1314	101
09:36:26	47588	51529	18681	1314	101
09:36:28	47587	51529	18681	1314	101
09:36:30	47587	51529	18681	1314	101
09:36:32	47586	51529	18681	1314	101
09:36:34	47585	51529	18681	1314	101
09:36:36	47585	51529	18681	1314	101
09:36:38	47583	51529	18681	1314	101
09:36:40	47584	51529	18681	1314	101
09:36:42	47586	51529	18681	1314	101
09:36:44	47587	51529	18681	1314	101
09:36:46	47585	51529	18681	1314	101
09:36:48	47555	51688	18694	1314	101
09:36:50	45890	53196	18694	1319	101
09:36:52	45890	53197	18694	1319	101
09:36:55	45814	53201	18750	1319	101
09:36:57	45786	53201	18760	1319	101
09:36:59	45800	53201	18741	1319	101
09:37:01	45801	53201	18758	1319	101
09:37:03	45801	53201	18758	1319	101
09:37:05	45794	53201	18760	1319	101
09:37:07	45769	53201	18779	1319	101
09:37:09	45670	53201	18804	1319	101
09:37:11	45492	53201	18970	1319	101
09:37:13	45256	53201	19004	1319	101
09:37:15	45182	53201	19068	1319	101
09:37:17	45091	53201	19071	1319	101
09:37:19	44998	53201	19079	1319	101
09:37:21	44992	53201	19079	1319	101
09:37:23	44991	53201	19079	1319	101
09:37:25	44991	53201	19077	1319	101
09:37:27	44993	53201	19077	1319	101
09:37:29	45004	53201	19077	1319	101
09:37:31	45010	53201	19077	1319	101
09:37:33	45025	53201	19077	1319	101
09:37:35	45035	53201	19080	1319	101
09:37:37	45040	53201	19080	1319	101
09:37:39	45042	53201	19080	1319	101
09:37:41	45042	53201	19080	1319	101
09:37:43	45046	53201	19080	1319	101
09:37:45	44640	53201	19088	1319	101
09:37:48	44640	53201	19088	1319	101
09:37:50	44640	53201	19088	1319	101
09:37:52	44645	53201	19088	1319	101
09:37:54	44646	53201	19088	1319	101
09:37:56	44647	53201	19088	1319	101
09:37:58	44648	53201	19088	1319	101
09:38:00	44647	53201	19088	1319	101
09:38:02	44645	53201	19088	1319	101
09:38:04	44645	53201	19088	1319	101
09:38:06	44643	53201	19088	1319	101
09:38:08	44643	53201	19088	1319	101
09:38:10	44643	53201	19088	1319	101
09:38:12	44646	53201	19088	1319	101
09:38:14	44648	53201	19088	1319	101
09:38:16	44646	53201	19088	1319	101
09:38:18	44647	53201	19088	1319	101
09:38:20	44645	53201	19088	1319	101
09:38:22	44647	53201	19088	1319	101
09:38:24	44646	53201	19088	1319	101
09:38:26	44646	53201	19088	1319	101
09:38:28	44647	53201	19088	1319	101
09:38:30	44845	53201	19210	1319	101
09:38:33	44233	53201	19412	1319	101
09:38:35	44237	53201	19412	1319	101
09:38:37	44243	53201	19412	1319	101
09:38:39	44266	53201	19412	1319	101
09:38:41	44278	53201	19412	1319	101
09:38:43	44288	53201	19412	1319	101
09:38:45	44291	53201	19412	1319	101
09:38:47	44296	53201	19412	1319	101
09:38:49	44299	53201	19412	1319	101
09:38:51	44307	53201	19412	1319	101
09:38:53	44314	53201	19412	1319	101
09:38:55	44320	53201	19412	1319	101
09:38:57	44319	53201	19412	1319	101
09:38:59	44325	53201	19412	1319	101
09:39:01	44325	53201	19412	1319	101
09:39:03	44323	53201	19415	1319	101
09:39:06	44324	53201	19415	1319	101
09:39:08	44323	53201	19415	1319	101
09:39:10	44324	53201	19415	1319	101
09:39:12	44326	53201	19415	1319	101
09:39:14	44328	53201	19415	1319	101
09:39:16	44331	53201	19415	1319	101
09:39:18	44331	53201	19415	1319	101
09:39:20	44331	53201	19415	1319	101
09:39:22	44332	53201	19415	1319	101
09:39:24	44331	53201	19415	1319	101
09:39:26	44328	53201	19415	1319	101
09:39:28	44329	53201	19415	1319	101
09:39:30	44327	53201	19419	1319	101
09:39:32	44327	53201	19419	1319	101
09:39:34	44326	53201	19419	1319	101
09:39:36	44326	53201	19419	1319	101
09:39:38	44327	53201	19419	1319	101
09:39:41	44328	53201	19419	1319	101
09:39:43	44249	53201	19419	1319	101
09:39:45	44248	53201	19419	1319	101
09:39:47	44258	53201	19419	1319	101
09:39:49	44354	53201	19175	1319	101
09:39:51	44506	53201	19180	1319	101
09:39:53	44512	53201	19180	1319	101
09:39:55	44512	53201	19180	1319	101
09:39:57	44513	53201	19180	1319	101
09:39:59	44426	53201	19275	1319	101
09:40:01	44426	53201	19275	1319	101
09:40:03	44430	53201	19275	1319	101
09:40:05	44428	53201	19275	1319	101
09:40:07	44428	53201	19275	1319	101
09:40:09	44454	53201	19251	1319	101
09:40:11	44453	53201	19251	1319	101
09:40:13	44451	53201	19251	1319	101
09:40:15	44449	53201	19251	1319	101
09:40:17	44447	53201	19251	1319	101
09:40:19	44451	53201	19251	1319	101
09:40:21	44446	53201	19251	1319	101
09:40:23	44446	53201	19251	1319	101
09:40:26	44449	53201	19251	1319	101
09:40:28	44448	53201	19251	1319	101
09:40:30	44451	53201	19251	1319	101
09:40:32	44450	53201	19251	1319	101
09:40:34	44452	53201	19251	1319	101
09:40:36	44364	53327	19251	1319	101
09:40:38	44363	53327	19251	1319	101
09:40:40	44364	53327	19251	1319	101
09:40:42	44363	53327	19251	1319	101
09:40:44	44365	53327	19251	1319	101
09:40:46	43875	53327	19251	1319	101
09:40:48	43839	53327	19282	1319	101
09:40:50	43839	53327	19277	1319	101
09:40:52	43833	53327	19277	1319	101
09:40:54	43831	53327	19277	1319	101
09:40:56	43832	53327	19277	1319	101
09:40:58	43833	53327	19277	1319	101
09:41:00	43835	53327	19277	1319	101
09:41:02	43836	53327	19277	1319	101
09:41:04	43839	53327	19277	1319	101
09:41:06	43839	53327	19277	1319	101
09:41:08	43838	53327	19277	1319	101
09:41:11	43837	53327	19277	1319	101
09:41:13	43836	53327	19277	1319	101
09:41:15	43829	53327	19277	1319	101
09:41:17	43828	53327	19277	1319	101
09:41:19	43823	53327	19277	1319	101
09:41:21	43823	53327	19277	1319	101
09:41:23	43822	53327	19277	1319	101
09:41:25	43826	53327	19277	1319	101
09:41:27	43827	53327	19277	1319	101
09:41:29	43792	53327	19277	1319	101
09:41:31	43793	53327	19277	1319	101
09:41:33	43792	53327	19277	1319	101
09:41:35	43792	53327	19277	1319	101
09:41:37	43792	53327	19277	1319	101
09:41:40	43791	53327	19277	1319	101
09:41:42	43789	53327	19277	1319	101
09:41:44	43789	53327	19277	1319	101
09:41:46	43789	53327	19277	1319	101
09:41:48	43790	53327	19277	1319	101
09:41:50	43790	53327	19277	1319	101
09:41:52	43787	53327	19277	1319	101
09:41:54	43787	53327	19277	1319	101
09:41:56	43787	53327	19277	1319	101
09:41:58	43787	53327	19277	1319	101
09:42:00	43786	53327	19277	1319	101
09:42:02	43787	53327	19277	1319	101
09:42:04	43786	53327	19277	1319	101
09:42:06	43825	53327	19277	1319	101
09:42:11	43835	53327	19278	1319	101
09:42:13	43830	53327	19278	1319	101
09:42:15	43822	53327	19288	1319	101
09:42:17	43823	53327	19288	1319	101
09:42:19	43824	53327	19289	1319	101
09:42:21	43821	53327	19289	1319	101
09:42:23	43823	53327	19289	1319	101
09:42:25	43822	53327	19289	1319	101
09:42:27	43823	53327	19289	1319	101
09:42:29	43822	53327	19289	1319	101
09:42:31	43822	53327	19289	1319	101
09:42:33	43757	53327	19311	1321	101
09:42:35	43819	53328	19275	1321	101
09:42:37	43798	53328	19288	1321	101
09:42:39	43768	53328	19312	1321	101
09:42:41	43793	52768	19313	1321	101
09:42:43	43709	53328	19341	1321	101
09:42:45	43723	53328	19341	1321	101
09:42:48	43741	53328	19328	1321	101
09:42:50	43739	53328	19315	1323	101
09:42:52	43704	53328	19354	1323	101
09:42:54	43609	53328	19411	1323	101
09:42:56	43421	53328	19464	1323	101
09:42:58	43338	53328	19476	1323	101
09:43:00	43307	53328	19477	1323	101
09:43:02	43255	53328	19490	1323	101
09:43:04	43256	53328	19490	1323	101
09:43:06	43253	53328	19494	1323	101
09:43:08	43256	53328	19491	1323	101
09:43:10	43253	53328	19491	1323	101
09:43:12	43262	53328	19491	1323	101
09:43:14	43265	53328	19491	1323	101
09:43:16	43268	53328	19491	1323	101
09:43:18	43270	53328	19491	1323	101
09:43:20	43270	53328	19496	1323	101
09:43:22	43271	53328	19496	1323	101
09:43:24	43273	53328	19496	1323	101
09:43:26	43273	53328	19496	1323	101
09:43:28	43274	53328	19496	1323	101
09:43:30	43272	53328	19496	1323	101
09:43:32	43272	53328	19496	1323	101
09:43:34	43272	53328	19496	1323	101
09:43:36	43274	53328	19496	1323	101
09:43:39	43273	53328	19496	1323	101
09:43:41	43272	53328	19496	1323	101
09:43:43	42918	53328	19833	1323	101
09:43:45	42915	53328	19833	1323	101
09:43:47	42915	53328	19833	1323	101
09:43:49	42916	53328	19833	1323	101
09:43:51	42910	53328	19833	1323	101
09:43:53	42913	53328	19833	1323	101
09:43:55	42912	53328	19833	1323	101
09:43:57	42911	53328	19833	1323	101
09:43:59	42921	53328	19833	1323	101
09:44:01	42927	53328	19833	1323	101
09:44:03	42929	53328	19833	1323	101
09:44:06	42935	53328	19833	1323	101
09:44:08	42936	53328	19833	1323	101
09:44:10	42932	53328	19833	1323	101
09:44:12	42926	53328	19833	1323	101
09:44:14	42930	53328	19833	1323	101
09:44:16	42934	53328	19833	1323	101
09:44:18	42935	53328	19833	1323	101
09:44:20	42937	53328	19833	1323	101
09:44:22	42934	53328	19833	1323	101
09:44:24	42938	53328	19833	1323	101
09:44:26	42940	53328	19833	1323	101
09:44:28	42942	53328	19833	1323	101
09:44:30	42937	53328	19833	1323	101
09:44:32	42938	53328	19833	1323	101
09:44:34	42941	53328	19834	1323	101
09:44:36	42944	53328	19834	1323	101
09:44:39	42943	53328	19834	1323	101
09:44:41	42944	53328	19834	1323	101
09:44:43	42944	53328	19834	1323	101
09:44:45	42943	53328	19834	1323	101
09:44:47	42945	53328	19834	1323	101
09:44:49	42941	53328	19834	1323	101
09:44:51	42941	53328	19834	1323	101
09:44:53	42939	53328	19834	1323	101
09:44:55	42936	53328	19834	1323	101
09:44:57	42936	53328	19834	1323	101
09:44:59	42937	53328	19834	1323	101
09:45:01	42938	53328	19834	1323	101
09:45:03	42937	53328	19834	1323	101
09:45:05	43146	53328	19628	1323	101
09:45:07	43147	53328	19628	1323	101
09:45:11	43148	53328	19628	1323	101
09:45:13	43056	53328	19723	1323	101
09:45:15	43057	53328	19723	1323	101
09:45:17	43055	53328	19723	1323	101
09:45:19	43054	53328	19723	1323	101
09:45:22	43051	53328	19723	1323	101
09:45:24	43052	53328	19723	1323	101
09:45:26	43060	53328	19705	1323	101
09:45:28	43063	53328	19705	1323	101
09:45:30	43071	53328	19705	1323	101
09:45:32	43073	53328	19705	1323	101
09:45:34	43076	53328	19705	1323	101
09:45:36	43077	53328	19705	1323	101
09:45:38	43074	53328	19705	1323	101
09:45:40	43069	53328	19705	1323	101
09:45:42	43070	53328	19705	1323	101
09:45:44	43074	53328	19705	1323	101
09:45:46	43075	53328	19705	1323	101
09:45:48	43072	53328	19705	1323	101
09:45:50	43073	53328	19705	1323	101
09:45:52	43072	53328	19705	1323	101
09:45:54	43073	53328	19705	1323	101
09:45:56	42633	53328	19713	1323	101
09:45:58	42635	53328	19713	1323	101
09:46:00	42597	53328	19734	1323	101
09:46:02	42597	53328	19734	1323	101
09:46:04	42597	53328	19734	1323	101
09:46:06	42595	53328	19734	1323	101
09:46:08	42593	53328	19734	1323	101
09:46:10	42590	53328	19734	1323	101
09:46:13	42593	53328	19734	1323	101
09:46:15	42595	53328	19734	1323	101
09:46:17	42596	53328	19734	1323	101
09:46:19	42596	53328	19734	1323	101
09:46:21	42600	53328	19734	1323	101
09:46:23	42588	53328	19734	1323	101
09:46:25	42590	53328	19734	1323	101
09:46:27	42591	53328	19734	1323	101
09:46:29	42590	53328	19734	1323	101
09:46:31	42590	53328	19734	1323	101
09:46:33	42589	53328	19734	1323	101
09:46:35	42560	53328	19734	1323	101
09:46:37	42570	53328	19735	1323	101
09:46:39	42567	53328	19735	1323	101
09:46:41	42569	53328	19735	1323	101
09:46:43	42568	53328	19735	1323	101
09:46:45	42567	53328	19735	1323	101
09:46:48	42565	53328	19735	1323	101
09:46:50	42564	53328	19735	1323	101
09:46:52	42564	53328	19735	1323	101
09:46:54	42563	53328	19735	1323	101
09:46:56	42564	53328	19735	1323	101
09:46:58	42563	53328	19735	1323	101
09:47:00	42562	53328	19735	1323	101
09:47:02	42562	53328	19735	1323	101
09:47:04	42564	53328	19735	1323	101
09:47:06	42564	53328	19735	1323	101
09:47:08	42602	53328	19735	1323	101
09:47:10	42600	53328	19735	1323	101
09:47:12	42600	53328	19735	1323	101
09:47:14	42600	53328	19735	1323	101
09:47:16	42598	53328	19735	1323	101
09:47:18	42595	53328	19735	1323	101
09:47:20	42596	53328	19735	1323	101
09:47:22	42596	53328	19735	1323	101
09:47:24	42590	53328	19735	1323	101
09:47:26	42589	53328	19735	1323	101
09:47:28	42588	53328	19735	1323	101
09:47:30	42587	53328	19738	1323	101
09:47:32	42585	53328	19738	1323	101
09:47:34	42583	53328	19738	1323	101
09:47:36	42577	53328	19738	1323	101
09:47:38	42579	53328	19738	1323	101
09:47:41	42578	53328	19738	1323	101
09:47:43	42579	53328	19738	1323	101
09:47:45	42577	53328	19738	1323	101
09:47:47	42580	53328	19738	1323	101
09:47:49	42476	53328	19762	1323	101
09:47:51	42474	53328	19794	1324	101
09:47:53	42486	53328	19780	1324	101
09:47:55	42479	53328	19805	1324	101
09:47:57	42527	53328	19805	1324	101
09:47:59	42506	53328	19820	1324	101
09:48:01	42510	53328	19807	1324	101
09:48:03	42476	53328	19821	1324	101
09:48:05	42492	53274	19814	1324	101
09:48:07	42465	53274	19830	1324	101
09:48:09	42286	53274	19891	1324	101
09:48:12	42211	53274	19953	1324	101
09:48:14	42165	53274	19959	1324	101
09:48:16	42169	53270	19959	1324	101
09:48:18	42170	53270	19959	1324	101
09:48:20	42148	53290	19959	1324	101
09:48:22	42148	53290	19956	1324	101
09:48:24	42156	53290	19956	1324	101
09:48:26	42159	53290	19956	1324	101
09:48:28	42162	53290	19956	1324	101
09:48:30	42162	53290	19956	1324	101
09:48:32	42161	53290	19956	1324	101
09:48:34	42161	53290	19956	1324	101
09:48:36	42157	53290	19956	1324	101
09:48:38	42162	53290	19956	1324	101
09:48:40	42162	53290	19956	1324	101
09:48:42	42162	53290	19956	1324	101
09:48:44	42164	53290	19956	1324	101
09:48:46	42164	53290	19956	1324	101
09:48:48	42164	53290	19956	1324	101
09:48:50	42163	53290	19956	1324	101
09:48:52	42162	53290	19956	1324	101
09:48:54	42163	53290	19956	1324	101
09:48:56	42164	53290	19956	1324	101
09:48:58	42164	53290	19956	1324	101
09:49:00	42166	53290	19956	1324	101
09:49:02	42166	53290	19956	1324	101
09:49:04	42167	53290	19956	1324	101
09:49:07	42168	53290	19956	1324	101
09:49:09	41718	53290	20399	1324	101
09:49:11	41714	53290	20399	1324	101
09:49:13	41713	53290	20399	1324	101
09:49:15	41711	53290	20399	1324	101
09:49:17	41711	53290	20399	1324	101
09:49:19	41712	53290	20399	1324	101
09:49:21	41716	53286	20399	1324	101
09:49:23	41712	53286	20399	1324	101
09:49:25	41712	53286	20399	1324	101
09:49:27	41715	53286	20399	1324	101
09:49:29	41712	53286	20399	1324	101
09:49:31	41714	53286	20399	1324	101
09:49:33	41711	53286	20399	1324	101
09:49:35	41713	53286	20399	1324	101
09:49:37	41716	53286	20399	1324	101
09:49:39	41716	53286	20399	1324	101
09:49:42	41718	53286	20399	1324	101
09:49:44	41721	53286	20399	1324	101
09:49:46	41724	53286	20399	1324	101
09:49:48	41727	53286	20399	1324	101
09:49:50	41724	53286	20399	1324	101
09:49:52	41725	53286	20399	1324	101
09:49:54	41728	53286	20399	1324	101
09:49:56	41729	53286	20399	1324	101
09:49:58	41729	53286	20399	1324	101
09:50:00	41731	53286	20399	1324	101
09:50:02	41733	53286	20399	1324	101
09:50:04	41733	53286	20399	1324	101
09:50:06	41731	53286	20399	1324	101
09:50:08	41729	53286	20399	1324	101
09:50:10	41731	53286	20399	1324	101
09:50:12	41731	53286	20399	1324	101
09:50:14	41731	53286	20399	1324	101
09:50:17	41734	53286	20399	1324	101
09:50:19	41732	53286	20399	1324	101
09:50:21	41730	53286	20399	1324	101
09:50:23	41727	53286	20399	1324	101
09:50:25	41730	53286	20399	1324	101
09:50:27	41729	53286	20399	1324	101
09:50:29	41729	53286	20399	1324	101
09:50:31	42012	53286	20120	1324	101
09:50:33	42010	53286	20122	1324	101
09:50:35	42009	53286	20123	1324	101
09:50:37	42007	53286	20123	1324	101
09:50:39	42005	53286	20123	1324	101
09:50:41	41911	53286	20216	1324	101
09:50:43	41911	53286	20216	1324	101
09:50:45	41910	53286	20216	1324	101
09:50:47	41913	53286	20216	1324	101
09:50:49	41909	53286	20216	1324	101
09:50:51	41941	53286	20192	1324	101
09:50:53	41938	53286	20192	1324	101
09:50:55	41940	53286	20192	1324	101
09:50:58	41940	53286	20192	1324	101
09:51:00	41939	53286	20192	1324	101
09:51:02	41942	53286	20192	1324	101
09:51:04	41940	53286	20192	1324	101
09:51:06	41941	53286	20192	1324	101
09:51:08	41943	53286	20192	1324	101
09:51:10	41942	53286	20192	1324	101
09:51:12	41945	53286	20192	1324	101
09:51:14	41946	53286	20192	1324	101
09:51:16	41944	53286	20192	1324	101
09:51:18	41944	53286	20192	1324	101
09:51:21	41942	53286	20192	1324	101
09:51:23	41943	53286	20192	1324	101
09:51:25	41942	53286	20192	1324	101
09:51:27	41942	53286	20192	1324	101
09:51:29	41940	53286	20192	1324	101
09:51:31	41940	53286	20192	1324	101
09:51:33	41405	53286	20192	1324	101
09:51:35	41391	53286	20218	1324	101
09:51:37	41407	53286	20212	1324	101
09:51:39	41426	53286	20212	1324	101
09:51:41	41443	53286	20212	1324	101
09:51:43	41458	53286	20212	1324	101
09:51:45	41473	53286	20212	1324	101
09:51:47	41491	53286	20212	1324	101
09:51:49	41508	53286	20212	1324	101
09:51:51	41520	53286	20212	1324	101
09:51:53	41527	53286	20212	1324	101
09:51:55	41535	53286	20212	1324	101
09:51:57	41540	53286	20212	1324	101
09:51:59	41556	53286	20212	1324	101
09:52:01	41565	53286	20212	1324	101
09:52:03	41568	53286	20212	1324	101
09:52:05	41576	53286	20212	1324	101
09:52:07	41581	53286	20212	1324	101
09:52:09	41588	53286	20212	1324	101
09:52:11	41604	53286	20212	1324	101
09:52:14	41620	53286	20212	1324	101
09:52:16	41627	53286	20212	1324	101
09:52:18	41635	53286	20212	1324	101
09:52:20	41651	53286	20212	1324	101
09:52:22	41658	53286	20212	1324	101
09:52:24	41635	53286	20214	1324	101
09:52:26	41641	53286	20218	1324	101
09:52:28	41658	53286	20218	1324	101
09:52:30	41673	53286	20218	1324	101
09:52:32	41680	53286	20218	1324	101
09:52:34	41690	53286	20218	1324	101
09:52:36	41698	53286	20218	1324	101
09:52:38	41705	53286	20218	1324	101
09:52:41	41710	53286	20218	1324	101
09:52:43	41712	53286	20218	1324	101
09:52:45	41713	53286	20218	1324	101
09:52:47	41715	53286	20218	1324	101
09:52:49	41713	53286	20218	1324	101
09:52:51	41712	53286	20218	1324	101
09:52:53	41712	53286	20218	1324	101
09:52:55	41714	53286	20218	1324	101
09:52:57	41712	53286	20218	1324	101
09:53:00	41712	53286	20218	1324	101
09:53:02	41713	53286	20218	1324	101
09:53:04	41714	53286	20218	1324	101
09:53:06	41713	53286	20218	1324	101
09:53:08	41742	53286	20230	1324	101
09:53:12	41745	53286	20230	1324	101
09:53:14	41749	53286	20230	1324	101
09:53:16	41749	53286	20230	1324	101
09:53:18	41744	53286	20230	1324	101
09:53:20	41744	53286	20230	1324	101
09:53:22	41749	53286	20230	1324	101
09:53:24	41747	53286	20230	1324	101
09:53:26	41750	53286	20230	1324	101
09:53:28	41750	53286	20230	1324	101
09:53:30	41750	53286	20230	1324	101
09:53:32	41752	53286	20230	1324	101
09:53:34	41752	53286	20230	1324	101
09:53:36	41756	53286	20230	1324	101
09:53:38	41623	53286	20366	1324	101
09:53:40	41593	53286	20326	1326	101
09:53:42	41584	53286	20326	1326	101
09:53:44	41598	53286	20326	1326	101
09:53:46	41608	53286	20326	1326	101
09:53:48	41611	53286	20328	1326	101
09:53:50	41602	53286	20344	1326	101
09:53:52	41616	53286	20333	1326	101
09:53:54	41631	53286	20333	1326	101
09:53:57	41583	53286	20383	1326	101
09:53:59	41440	53286	20421	1326	101
09:54:01	41404	53286	20467	1326	101
09:54:03	41392	53286	20467	1326	101
09:54:05	41343	53286	20477	1326	101
09:54:07	41362	53286	20477	1326	101
09:54:09	41376	53286	20477	1326	101
09:54:11	41386	53286	20474	1326	101
09:54:13	41393	53286	20473	1326	101
09:54:15	41399	53286	20473	1326	101
09:54:17	41404	53286	20473	1326	101
09:54:19	41409	53286	20473	1326	101
09:54:21	41411	53286	20473	1326	101
09:54:23	41412	53286	20473	1326	101
09:54:25	41415	53286	20473	1326	101
09:54:27	41416	53286	20473	1326	101
09:54:29	41417	53286	20473	1326	101
09:54:31	41416	53286	20473	1326	101
09:54:33	41416	53286	20473	1326	101
09:54:35	41413	53286	20473	1326	101
09:54:37	41412	53286	20473	1326	101
09:54:39	41412	53286	20473	1326	101
09:54:41	41410	53286	20473	1326	101
09:54:43	41410	53286	20473	1326	101
09:54:45	41412	53286	20473	1326	101
09:54:47	41047	53286	20830	1326	101
09:54:49	41047	53286	20830	1326	101
09:54:52	41044	53286	20830	1326	101
09:54:54	41042	53286	20830	1326	101
09:54:56	41045	53286	20830	1326	101
09:54:58	41047	53286	20830	1326	101
09:55:00	41047	53286	20830	1326	101
09:55:02	41048	53286	20830	1326	101
09:55:04	41048	53286	20830	1326	101
09:55:06	41045	53286	20830	1326	101
09:55:08	41043	53286	20830	1326	101
09:55:10	41047	53286	20830	1326	101
09:55:12	41046	53286	20830	1326	101
09:55:14	41048	53286	20830	1326	101
09:55:16	41049	53286	20830	1326	101
09:55:18	41054	53286	20830	1326	101
09:55:20	41053	53286	20830	1326	101
09:55:22	41053	53286	20830	1326	101
09:55:24	41055	53286	20830	1326	101
09:55:27	41055	53286	20830	1326	101
09:55:29	41055	53286	20830	1326	101
09:55:31	41052	53286	20830	1326	101
09:55:33	41052	53286	20830	1326	101
09:55:35	41051	53286	20830	1326	101
09:55:37	41051	53286	20830	1326	101
09:55:39	41052	53286	20830	1326	101
09:55:41	41051	53286	20830	1326	101
09:55:43	41055	53286	20830	1326	101
09:55:45	41058	53286	20830	1326	101
09:55:47	41058	53286	20830	1326	101
09:55:49	41059	53286	20830	1326	101
09:55:51	41277	53286	20611	1326	101
09:55:53	41276	53286	20611	1326	101
09:55:55	41273	53286	20611	1326	101
09:55:57	41272	53286	20611	1326	101
09:55:59	41184	53286	20694	1326	101
09:56:01	41183	53286	20694	1326	101
09:56:03	41180	53286	20694	1326	101
09:56:06	41182	53286	20694	1326	101
09:56:08	41184	53286	20675	1326	101
09:56:13	41195	53286	20675	1326	101
09:56:15	41196	53286	20675	1326	101
09:56:17	41201	53286	20675	1326	101
09:56:19	41205	53286	20675	1326	101
09:56:21	41207	53286	20675	1326	101
09:56:23	41208	53286	20675	1326	101
09:56:25	41210	53286	20675	1326	101
09:56:27	41210	53286	20675	1326	101
09:56:29	41209	53286	20675	1326	101
09:56:31	41212	53286	20675	1326	101
09:56:33	41210	53286	20675	1326	101
09:56:35	41209	53286	20675	1326	101
09:56:37	41210	53286	20675	1326	101
09:56:39	40785	53286	20684	1326	101
09:56:41	40804	53286	20716	1326	101
09:56:43	40827	53286	20711	1326	101
09:56:45	40843	53286	20712	1326	101
09:56:47	40858	53286	20712	1326	101
09:56:49	40884	53286	20704	1326	101
09:56:51	40900	53286	20704	1326	101
09:56:53	40915	53286	20704	1326	101
09:56:55	40930	53286	20704	1326	101
09:56:57	40944	53286	20704	1326	101
09:56:59	40962	53286	20704	1326	101
09:57:02	40978	53286	20704	1326	101
09:57:04	40994	53286	20704	1326	101
09:57:06	41010	53286	20704	1326	101
09:57:08	40908	53297	20729	1327	101
09:57:10	40915	53319	20754	1327	101
09:57:12	40908	53319	20760	1327	101
09:57:14	40925	53319	20784	1327	101
09:57:16	40940	53319	20796	1327	101
09:57:18	40954	53319	20803	1327	101
09:57:20	40971	53319	20803	1327	101
09:57:22	40994	53319	20803	1327	101
09:57:24	41011	53319	20803	1327	101
09:57:26	41023	53319	20803	1327	101
09:57:28	46947	53319	20803	1327	113
09:57:30	43695	53319	20803	1327	113
09:57:32	42787	53319	20803	1327	113
09:57:34	42642	53319	20803	1327	113
09:57:36	42491	53319	20803	1327	113
09:57:38	42334	53319	20803	1327	113
09:57:40	42183	53319	20803	1327	113
09:57:42	42034	53319	20803	1327	113
09:57:44	41883	53319	20803	1327	113
09:57:46	41731	53319	20803	1327	113
09:57:48	41581	53319	20803	1327	113
09:57:50	41423	53319	20803	1327	113
09:57:52	41273	53319	20803	1327	113
09:57:54	41125	53319	20803	1327	113
09:57:56	40972	53319	20803	1327	113
09:57:58	40826	53319	20803	1327	113
09:58:01	40679	53319	20803	1327	113
09:58:03	40523	53319	20803	1327	113
09:58:05	42982	53319	20803	1327	113
09:58:07	42872	53319	20803	1327	113
09:58:09	42628	53319	20803	1327	113
09:58:11	42459	53319	20803	1327	113
09:58:13	42360	53319	20805	1327	113
09:58:15	42324	53319	20827	1327	113
09:58:17	41991	53319	20877	1327	113
09:58:19	41827	53319	20890	1327	113
09:58:21	41851	53319	20890	1327	113
09:58:23	41850	53319	20890	1327	113
09:58:25	41866	53319	20890	1327	113
09:58:27	41878	53319	20890	1327	113
09:58:29	41899	53319	20888	1327	113
09:58:31	41923	53319	20888	1327	113
09:58:33	41942	53319	20888	1327	113
09:58:35	41955	53319	20888	1327	113
09:58:37	41965	53319	20888	1327	113
09:58:39	41970	53319	20888	1327	113
09:58:41	41980	53319	20888	1327	113
09:58:43	41985	53319	20888	1327	113
09:58:45	41991	53319	20888	1327	113
09:58:47	42108	53319	20774	1327	113
09:58:49	42114	53319	20774	1327	113
09:58:51	42117	53319	20774	1327	113
09:58:53	42120	53319	20774	1327	113
09:58:55	42121	53319	20774	1327	113
09:58:58	42123	53319	20774	1327	113
09:59:00	42122	53319	20774	1327	113
09:59:02	42124	53319	20774	1327	113
09:59:04	42123	53319	20774	1327	113
09:59:06	42121	53319	20774	1327	113
09:59:08	42117	53319	20774	1327	113
09:59:10	41990	53319	20899	1327	113
09:59:12	41864	53319	21022	1327	113
09:59:14	41863	53319	21022	1327	113
09:59:16	41861	53319	21022	1327	113
09:59:18	41862	53319	21022	1327	113
09:59:20	41861	53319	21022	1327	113
09:59:22	41862	53319	21022	1327	113
09:59:24	41863	53319	21022	1327	113
09:59:26	41863	53319	21022	1327	113
09:59:28	41860	53319	21022	1327	113
09:59:30	41865	53319	21022	1327	113
09:59:32	41865	53319	21022	1327	113
