2	anon=8.15	file=0.92	gtt=15.89	avail=93.1
4	anon=8.38	file=1.24	gtt=15.89	avail=92.6
6	anon=8.51	file=12.15	gtt=15.89	avail=92.3
8	anon=8.63	file=23.03	gtt=15.89	avail=91.7
10	anon=8.75	file=33.96	gtt=15.89	avail=91.4
12	anon=8.88	file=44.87	gtt=15.89	avail=90.7
14	anon=9.01	file=55.44	gtt=15.89	avail=90.3
