2	anon=8.85	file=0.29	shm=0.00	gtt=16.45
4	anon=9.09	file=0.29	shm=0.00	gtt=16.57
6	anon=9.24	file=0.29	shm=0.00	gtt=44.73
8	anon=6.42	file=0.29	shm=0.00	gtt=80.49
10	anon=8.78	file=0.29	shm=0.00	gtt=92.68
12	anon=13.89	file=0.27	shm=0.00	gtt=92.68
14	anon=18.74	file=0.27	shm=0.00	gtt=92.68
16	anon=20.13	file=0.07	shm=0.00	gtt=92.68
18	anon=21.47	file=0.06	shm=0.00	gtt=92.68
20	anon=21.00	file=0.06	shm=0.00	gtt=92.68
