tp	kind	old_status	call	call_arity	old_arity	new_arity	test_path	cfg_test	same_crate	symbol	file	line	commit
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	303	3d7c8daa63022dcac3efecdaddcff32df4ed396c
True	new_function	absent	True	1	None	1	False	False	True	excludes_dir	corpus-engine/xtask/src/env_gate.rs	372	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	283	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	318	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	286	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	289	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	285	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	314	3d7c8daa63022dcac3efecdaddcff32df4ed396c
False	new_function	absent	True	1	None	1	False	True	True	excludes_dir	corpus-engine/xtask/src/common.rs	288	3d7c8daa63022dcac3efecdaddcff32df4ed396c
True	new_function	absent	True	0	None	0	False	False	True	ignored_dir_count	corpus-engine/xtask/src/env_gate.rs	167	3d7c8daa63022dcac3efecdaddcff32df4ed396c
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	279	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	660	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	562	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	434	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	336	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	586	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	531	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	corpus-engine/src/index/evidence.rs	507	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	595	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	357	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	738	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	573	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	corpus-engine/src/index/evidence.rs	497	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	710	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	661	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	False	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	234	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	548	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	673	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	sovereign/crates/sovereign-core/src/runtime/grounding/sealed.rs	307	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	corpus-engine/src/index/evidence.rs	481	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	True	False	pointing_into	corpus-engine/src/index/evidence.rs	487	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	pointing_into	kernel-types/src/answer.rs	694	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	bound_for_peer	kernel-types/src/answer.rs	717	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	bound_for_peer	kernel-types/src/answer.rs	702	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	bound_for_peer	kernel-types/src/answer.rs	697	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	bound_for_peer	kernel-types/src/answer.rs	677	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	0	0	0	False	True	False	is_released_class	sovereign/crates/sovereign-contracts/src/types/custody.rs	101	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_released_class	kernel-types/src/custody.rs	171	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	0	0	0	False	True	False	is_released_class	sovereign/crates/sovereign-contracts/src/types/custody.rs	94	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_released_class	kernel-types/src/custody.rs	173	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	0	0	0	False	True	False	is_released_class	corpus-engine/src/index/evidence.rs	391	27c0fe0313913b01480c572af649a3ac1c9a248f
False	arity_changed	moved	True	0	1	0	False	True	True	restrictiveness	kernel-types/src/custody.rs	231	27c0fe0313913b01480c572af649a3ac1c9a248f
False	arity_changed	moved	True	0	1	0	False	True	True	restrictiveness	kernel-types/src/custody.rs	232	27c0fe0313913b01480c572af649a3ac1c9a248f
False	arity_changed	moved	True	0	1	0	False	False	True	restrictiveness	kernel-types/src/custody.rs	109	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	190	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	189	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	195	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	211	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	191	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	194	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	200	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	released_by	kernel-types/src/custody.rs	193	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	True	released_by	kernel-types/src/answer.rs	440	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	0	None	1	False	False	False	released_by	sovereign/crates/sovereign-core/src/egress.rs	81	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	260	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	250	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	join_custody	corpus-engine/src/index/provenance.rs	164	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	True	join_custody	kernel-types/src/lib.rs	107	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	False	join_custody	sovereign/crates/sovereign-contracts/src/types/mod.rs	149	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	False	join_custody	sovereign/crates/sovereign-contracts/src/types/custody.rs	20	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	246	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	255	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	True	join_custody	kernel-types/src/answer.rs	406	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	229	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	True	join_custody	kernel-types/src/custody.rs	242	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	True	join_custody	kernel-types/src/answer.rs	74	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/oplog.rs	166	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	sovereign/crates/sovereign-cli-dev/src/refactor_wire.rs	205	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/hash.rs	130	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/enrichment/code_intel/mod.rs	234	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	False	of_str	corpus-engine/src/engine/reindex.rs	140	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/enrichment/atlas/section_cache.rs	32	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/hash.rs	136	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	378	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/hash.rs	166	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	384	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	390	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/hash.rs	187	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	356	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/engine/mod.rs	2762	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/hash.rs	159	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/engine/reindex.rs	428	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	294	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	419	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	425	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	422	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	370	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	of_str	corpus-engine/src/enrichment/atlas/atoms.rs	236	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	True	True	of_str	kernel-types/src/origin.rs	397	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	0	None	0	False	False	False	age_label	sovereign/crates/sovereign-cli/src/posture_cmd.rs	254	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	False	True	age_label	kernel-types/src/judgement.rs	476	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	False	True	age_label	kernel-types/src/judgement.rs	511	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	0	None	0	False	False	False	age_label	sovereign/crates/sovereign-cli-shared/src/cli_contract_report.rs	447	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	True	True	age_label	kernel-types/src/judgement.rs	636	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	False	True	age_label	kernel-types/src/judgement.rs	504	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	673	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	685	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	False	False	roll_up	sovereign/crates/sovereign-cli-dev/src/refactor_wire.rs	343	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	False	True	roll_up	kernel-types/src/answer.rs	310	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	2	None	2	False	False	False	roll_up	sovereign/crates/sovereign-cli-dev/src/refactor_wire.rs	256	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	664	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	677	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	695	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	708	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	2	None	2	False	True	True	roll_up	kernel-types/src/judgement.rs	669	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	False	None	None	1	False	False	False	honesty_footer	sovereign/crates/sovereign-cli/src/posture_cmd.rs	45	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	1	None	1	False	False	False	honesty_footer	sovereign/crates/sovereign-cli/src/posture_cmd.rs	76	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	False	None	None	1	False	False	True	honesty_footer	kernel-types/src/lib.rs	110	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	honesty_footer	kernel-types/src/judgement.rs	719	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	1	None	1	False	True	True	honesty_footer	kernel-types/src/judgement.rs	725	27c0fe0313913b01480c572af649a3ac1c9a248f
True	new_function	absent	True	0	None	0	False	True	True	is_transparent	kernel-types/src/hash.rs	189	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	True	True	is_transparent	kernel-types/src/wire.rs	129	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	0	None	0	False	True	True	is_transparent	kernel-types/src/wire.rs	137	27c0fe0313913b01480c572af649a3ac1c9a248f
False	new_function	absent	True	6	None	6	False	False	True	new_with_bearer	oicp-client/src/lib.rs	1291	32ba1548acb5714991866783877add71eb18d414
False	new_function	absent	True	6	None	6	False	False	True	new_with_bearer	oicp-client/src/lib.rs	1415	32ba1548acb5714991866783877add71eb18d414
True	new_function	absent	True	6	None	6	False	False	False	new_with_bearer	sovereign/crates/sovereign-cli-llm/src/chat_cmd/bootstrap.rs	130	32ba1548acb5714991866783877add71eb18d414
False	new_function	absent	True	5	None	5	False	False	True	from_manifest_with_bearer	oicp-client/src/lib.rs	1384	32ba1548acb5714991866783877add71eb18d414
True	new_function	absent	True	5	None	5	False	False	False	from_manifest_with_bearer	sovereign/crates/sovereign-cli-llm/src/chat_cmd/bootstrap.rs	123	32ba1548acb5714991866783877add71eb18d414
True	signature_unchanged	moved	True	0	0	0	False	False	True	is_extension	oicp-types/src/registry.rs	92	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_extension	oicp-types/src/capability.rs	390	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	0	0	0	False	False	True	is_extension	oicp-types/src/capability.rs	209	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_extension	oicp-types/src/capability.rs	401	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_extension	oicp-types/src/capability.rs	439	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	0	0	0	False	True	True	is_unknown_bare	oicp-types/src/capability.rs	443	d43fde6514dc694f4b2ce5199cc9545ca75605c0
True	signature_unchanged	moved	True	0	0	0	False	True	True	is_unknown_bare	oicp-types/src/registry.rs	187	d43fde6514dc694f4b2ce5199cc9545ca75605c0
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/router.rs	1165	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/runtime/collaboration.rs	447	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/router.rs	1139	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/planner/mod.rs	63	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/memory.rs	663	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	2	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/lessons.rs	598	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/runtime/evidence_loop/mod.rs	678	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	True	False	False	with_system	sovereign/crates/sovereign-core/tests/serialization.rs	223	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/planner/mod.rs	155	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/runtime/retrieval/query_expansion.rs	1242	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/title.rs	98	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	2	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/runtime/handlers/document_op.rs	110	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/router.rs	1089	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_system	sovereign/crates/sovereign-core/src/runtime/handlers/recipe_author.rs	237	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/runtime/evidence_loop/mod.rs	679	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-cli-llm/src/enrich_cmd/raptor.rs	443	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/runtime/handlers/document_op.rs	111	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/lessons.rs	602	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-tools/src/raptor_atlas.rs	1059	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/runtime/retrieval/query_expansion.rs	1243	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/memory_compaction.rs	239	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/title.rs	99	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/pipeline/curator.rs	133	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-tools/src/corpus/mod.rs	250	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/router.rs	1140	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/planner/mod.rs	156	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/context.rs	273	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/planner/mod.rs	64	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/conv_frame.rs	256	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/memory.rs	666	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/router.rs	1090	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/runtime/collaboration.rs	448	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	True	False	with_output_budget	sovereign/crates/sovereign-contracts/src/slot_policy.rs	429	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	with_output_budget	sovereign/crates/sovereign-core/src/router.rs	1166	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	0	0	0	True	False	False	as_bool	sovereign/crates/sovereign-core/tests/serialization.rs	246	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	0	0	0	True	False	False	as_bool	sovereign/crates/sovereign-core/tests/serialization.rs	258	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	0	0	0	False	False	False	as_bool	sovereign/crates/sovereign-core/src/executor.rs	730	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	333	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	latency_to_speed	studio/crates/sovereign-workflow/src/steps.rs	192	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	344	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	357	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	341	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	1	1	1	False	False	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	212	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	353	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	False	False	latency_to_speed	sovereign/crates/sovereign-mesh/src/oicp_select.rs	300	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	340	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	True	1	1	1	False	True	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	349	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	True	latency_to_speed	oicp-types/src/lib.rs	42	27c0fe0313913b01480c572af649a3ac1c9a248f
False	signature_unchanged	moved	False	None	1	1	False	False	False	latency_to_speed	sovereign/crates/sovereign-contracts/src/slot_policy.rs	233	27c0fe0313913b01480c572af649a3ac1c9a248f
True	signature_unchanged	moved	True	0	0	0	False	False	True	check_daemon_running	sovereign/crates/sovereign-cli-daemon/src/doctor_cmd/mod.rs	191	32ba1548acb5714991866783877add71eb18d414
True	signature_unchanged	moved	True	1	1	1	False	False	True	check_mesh_member	sovereign/crates/sovereign-cli-daemon/src/doctor_cmd/mod.rs	193	32ba1548acb5714991866783877add71eb18d414
